Id|Sponsor|Status|Start|Completion|Type|Submission|Conditions|Interventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826316|Yung Shin Pharm. Ind. Co., Ltd.|Completed|Jan 2018|Jan 2019|Interventional|Jan 2019|Pain|Nalbuphine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821727|CANDONI ANNA|Completed|Oct 2016|Jun 2018|Observational [Patient Registry]|Jan 2019|Leukemia,Precursor Cell Lymphoblastic Leukemia-Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825497|Copenhagen University Hospital, Hvidovre|Terminated|Sep 2018|Oct 2019|Interventional|Oct 2018||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825952|Massachusetts General Hospital|Recruiting|Mar 2018|Dec 2021|Interventional|Jan 2019|Acquired Immunodeficiency Syndrome,HIV Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824080|GWT-TUD GmbH|Active, not recruiting|Dec 2018|Feb 2023|Interventional|Jan 2019|Preleukemia,Myelodysplastic Syndromes,Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826615|Seoul National University Hospital|Completed|Feb 2019|Jan 2020|Interventional|Jan 2019|Hyperalgesia,Cataract|Gabapentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829657|Theravance Biopharma|Active, not recruiting|Feb 2019|Aug 2022|Interventional|Jan 2019|Parkinson Disease,Hypotension,Pure Autonomic Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827369|Taoyuan General Hospital|Recruiting|Apr 2019|Dec 2020|Observational|Jan 2019|Multiple Organ Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823300|Hoffmann-La Roche|Active, not recruiting|Mar 2019|Sep 2023|Interventional|Jan 2019|Macular Degeneration,Wet Macular Degeneration|Aflibercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821844|Brown University|Enrolling by invitation|May 2019|Dec 2021|Interventional|Oct 2018|Alzheimer Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827629|INSYS Therapeutics Inc|Completed|Aug 2017|Aug 2017|Interventional|Jan 2019||Naloxone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829254|NuCana plc|Recruiting|Jun 2019|Jul 2022|Interventional|Jan 2019|Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823820|University Hospitals, Leicester|Not yet recruiting|Apr 2019|Oct 2024|Observational|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823885|University of California, Los Angeles|Recruiting|Feb 2019|Feb 2023|Interventional|Jan 2019|Inflammation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827655|Takeda|Recruiting|Mar 2019|Apr 2022|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828461|Stanford University|Enrolling by invitation|Nov 2019|Apr 2022|Interventional|Jan 2019|Disease,Hoarding Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820934|University Hospitals Cleveland Medical Center|Withdrawn|Feb 2019|May 2019|Interventional|Jan 2019|Psoriasis,Fibrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827564|Allergan|Terminated|Jun 2019|Jun 2020|Interventional|Jan 2019|Dry Eye Syndromes,Keratoconjunctivitis Sicca,Eye Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821909|Ying Lv|Unknown status|Aug 2018|Sep 2020|Observational|Jan 2019|Pancreatic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825367|Therapeutic Advances in Childhood Leukemia Consortium|Recruiting|Nov 2019|Mar 2024|Interventional|Jan 2019||Nivolumab,Azacitidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821415|Redwood Pharma AB|Completed|Jan 2019|Nov 2019|Interventional|Jan 2019|Dry Eye Syndromes,Keratoconjunctivitis Sicca,Syndrome|Estradiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820466|Dr. med. Mahir Karakas|Recruiting|Feb 2020|Jun 2023|Interventional|Oct 2017|Acute Chest Syndrome|Aspirin,Atorvastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827382|University Hospital, Basel, Switzerland|Recruiting|Feb 2019|Dec 2024|Interventional|Dec 2018||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821623|Douglas Seals|Recruiting|May 2019|Dec 2023|Interventional|Jan 2019|Hypertension|Niacinamide,Niacin,Nicotinic Acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826719|SK Chemicals Co., Ltd.|Completed|Feb 2014|Mar 2014|Interventional|Jan 2019|Influenza|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822663|Poznan University of Life Sciences|Suspended|May 2017|Mar 2021|Interventional|Jan 2019||Caffeine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827980|Prof. Dr. Ulrich Heininger|Completed|Feb 2019|Dec 2019|Observational|Jan 2019|Infections,Osteomyelitis,Arthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825159|Changhua Christian Hospital|Recruiting|Feb 2019|Jan 2023|Interventional|Dec 2018|Scoliosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825146|Lai Corporation Pty. Ltd.|Recruiting|Jan 2019|Jan 2021|Interventional|Jan 2019|Leukemia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826680|Istanbul University|Unknown status|Mar 2019|Jul 2020|Interventional|Jan 2019|Thyroid Neoplasms,Adenoma,Thyroid Nodule,Thyroid Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822650|Neurogene Inc.|Recruiting|Mar 2019|Dec 2026|Observational|Jan 2019|Neuronal Ceroid-Lipofuscinoses|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820024|UNC Lineberger Comprehensive Cancer Center|Completed|Sep 2018|Dec 2020|Interventional|Oct 2018|Endometrial Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822325|Ann & Robert H Lurie Children's Hospital of Chicago|Active, not recruiting|Feb 2011|May 2025|Observational [Patient Registry]|Aug 2018|Esophagitis,Eosinophilic Esophagitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821402|Revance Therapeutics, Inc.|Completed|Dec 2018|Nov 2020|Interventional|Jan 2019|Muscle Spasticity|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824431|University of Sao Paulo General Hospital|Completed|Jan 2014|Nov 2018|Observational [Patient Registry]|Jan 2019|Esophagitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827798|Novartis Pharmaceuticals|Recruiting|Feb 2019|Jun 2023|Interventional|Jan 2019|Hidradenitis Suppurativa,Hidradenitis|Antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820323|University of Washington|Completed|Mar 2019|Dec 2020|Interventional|Jan 2019|HIV Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826771|Medical University of South Carolina|Recruiting|Feb 2019|Aug 2023|Interventional|Jan 2019|Stroke,Depression,Depressive Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829306|Spanish Breast Cancer Research Group|Recruiting|Jun 2018|Mar 2022|Observational|Jan 2019|Breast Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822481|Birmingham City University|Completed|Oct 2017|Nov 2018|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828565|Assistance Publique Hopitaux De Marseille|Unknown status|Mar 2019|Oct 2020|Interventional|Jan 2019|Postoperative Complications|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826784|Carmell Therapeutics Corporation|Withdrawn|Nov 2019|Feb 2022|Interventional|Jan 2019|Fractures,Tibial Fractures|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824730|Clinical Centre of Serbia|Completed|Jan 2013|Sep 2018|Observational|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829865|Russian Academy of Medical Sciences|Recruiting|Feb 2019|Dec 2023|Observational|Feb 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825874|Centre Hospitalier Intercommunal Creteil|Recruiting|Jan 2019|Jan 2023|Observational|Aug 2018|Infections,Communicable Diseases,Urinary Tract Infections|Anti-Bacterial Agents,Amikacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820791|Universidade do Porto|Unknown status|Jan 2019|Feb 2019|Interventional|Nov 2018|Deglutition Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823404|Cortexyme Inc.|Active, not recruiting|Mar 2019|Dec 2022|Interventional|Jan 2019|Alzheimer Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820648|Azienda Ospedaliera Universitaria Integrata Verona|Terminated|Sep 2017|Dec 2019|Interventional|Sep 2018|Surgical Wound Infection|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823105|University Hospital Inselspital, Berne|Completed|Dec 2018|Jun 2020|Interventional|Jan 2019|Sleep Wake Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821012|Peking University First Hospital|Recruiting|Jan 2011|Dec 2021|Observational|Jan 2019|Myocardial Infarction,ST Elevation Myocardial Infarction,Infarction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826693|Stanford University|Recruiting|Apr 2021|Oct 2022|Interventional|Jan 2019|Compulsive Personality Disorder,Obsessive-Compulsive Disorder|Nitrous Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825107|Retina Foundation of the Southwest|Completed|Jan 2019|Aug 2021|Interventional|Jan 2019|Amblyopia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824678|Celgene|Completed|Feb 2019|Jun 2019|Interventional|Jan 2019|Liver Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827928|Dartmouth-Hitchcock Medical Center|Completed|Jul 2019|Dec 2019|Interventional|Jan 2019|Multiple Sclerosis,Sclerosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823612|Cairo University|Unknown status|Mar 2019|Oct 2019|Interventional|Jan 2019||Calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824041|Colorado State University|Active, not recruiting|Feb 2019|Apr 2022|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828071|Nanjing University School of Medicine|Completed|Jun 2011|Dec 2018|Interventional|Jan 2019|Nephritis,Lupus Nephritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823079|Fudan University|Unknown status|Feb 2019|Feb 2020|Interventional|Jan 2019|Colorectal Neoplasms,Thrombocytopenia|Irinotecan,Raltitrexed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823872|Kyle Hackney|Completed|Oct 2018|Mar 2020|Interventional|Nov 2018|Overweight,Weight Loss|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828344|Baylx Inc.|Not yet recruiting|Dec 2020|Dec 2022|Interventional|Jan 2019|Arthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826589|The University of Hong Kong|Recruiting|Jun 2019|Jul 2024|Interventional|Jan 2019|Uterine Cervical Neoplasms|Avelumab,Axitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829371|University of Turin, Italy|Recruiting|Jan 2019|Jan 2025|Interventional|Jan 2019|Multiple Myeloma,Neoplasms|Dexamethasone,Prednisone,Lenalidomide,Melphalan,Bortezomib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825224|University of Kansas Medical Center|Completed|Apr 2019|Nov 2019|Observational|Jan 2019|Coronary Artery Disease,Myocarditis,Heart Failure,Sarcoidosis,Amyloidosis,Drug-Related Side Effects and Adverse Reactions|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825094|Osprey Medical, Inc|Enrolling by invitation|May 2019|Dec 2023|Observational|Jan 2019|Kidney Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824561|Takeda|Recruiting|Feb 2019|Oct 2023|Observational|Jan 2019|Colitis,Ulcer|Vedolizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827486|Hospital San Carlos, Madrid|Unknown status|Feb 2019|May 2020|Interventional|Jan 2019|Back Pain,Low Back Pain,Recurrence|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829228|USANA Health Sciences|Completed|Mar 2018|Jun 2018|Interventional|Dec 2018||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824236|GlaxoSmithKline|Completed|Feb 2019|Sep 2019|Interventional|Jan 2019|Malaria|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820700|University of Liege|Recruiting|Oct 2018|Dec 2020|Interventional|Dec 2018|Pain,Anxiety Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824262|Hacettepe University|Completed|Feb 2019|May 2019|Interventional|Jan 2019|Body Temperature Changes|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825705|Chia Tai Tianqing Pharmaceutical Group Co., Ltd.|Unknown status|Apr 2019|Jan 2021|Interventional|Jan 2019|Carcinoma,Adenocarcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824353|Arizona State University|Completed|Sep 2014|Apr 2018|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823417|Boston Children's Hospital|Withdrawn|Jul 2019|Jul 2019|Interventional|Jan 2019|Hemorrhage|Tranexamic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820284|Assiut University|Completed|Feb 2019|Feb 2021|Observational|Jan 2019|Helicobacter Infections,Inflammatory Bowel Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824834|Dennis Jensen, Ph.D.|Unknown status|Aug 2019|Nov 2020|Interventional|Jan 2019|Lung Diseases,Pulmonary Disease,Dyspnea|Morphine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821363|Sinocelltech Ltd.|Unknown status|Dec 2018|Jul 2020|Interventional|Jan 2019|Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823703|Corcept Therapeutics|Terminated|Nov 2020|Apr 2021|Interventional|Jan 2019|Fatty Liver,Non-alcoholic Fatty Liver Disease|Cortisone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820089|Aljazeera Hospital|Unknown status|Jan 2019|Jan 2020|Observational [Patient Registry]|Jan 2019|Prolapse|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826524|Unity Health Toronto|Not yet recruiting|Oct 2021|Jan 2027|Interventional|Nov 2018|Heart Arrest,Tachycardia,Ventricular Fibrillation,Death,Out-of-Hospital Cardiac Arrest|Epinephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824106|McMaster University|Not yet recruiting|Oct 2021|Dec 2024|Interventional|Jan 2019|Frailty|Vitamin D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828773|Bochud Pierre-Yves|Recruiting|Feb 2019|Jul 2022|Interventional|Jan 2019|Candidiasis,Mycoses,Aspergillosis,Leukemia,Genetic Predisposition to Disease|Fluconazole,Posaconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828643|Universita di Verona|Completed|Mar 2019|Apr 2019|Observational|Jan 2019|Psoriasis|Antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828383|University of California, Berkeley|Completed|Feb 2019|Nov 2020|Interventional|Jan 2019|Alzheimer Disease,Dementia,Frontotemporal Dementia,Aphasia,Pick Disease of the Brain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823664|Hacettepe University|Completed|Nov 2018|Jun 2020|Observational|Dec 2018|Diabetes Mellitus,Prediabetic State,Inflammation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827811|University of Cape Town|Recruiting|Jan 2020|Jan 2023|Observational|Aug 2018|Tuberculosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826134|H. Lundbeck A/S|Completed|Jan 2019|Mar 2019|Interventional|Jan 2019|Parkinson Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822728|Samsung Medical Center|Completed|Aug 2017|Jul 2021|Interventional|Jan 2019|Parotid Neoplasms,Paresis,Facies|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829982|Maastricht University|Completed|Jul 2018|Feb 2020|Interventional|Jan 2019|Diabetes Mellitus,Glucose Intolerance,Prediabetic State|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827707|Hospital Universitari Vall d'Hebron Research Institute|Completed|Oct 2018|Feb 2019|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821480|Pfizer|Completed|Jan 2019|Mar 2019|Interventional|Jan 2019||Fluconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828630|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Completed|Jul 2018|Mar 2019|Observational|Jan 2019|Respiratory Distress Syndrome,Acute Lung Injury,Lung Injury|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820245|Universidade Federal de Santa Maria|Completed|Aug 2016|Jul 2018|Interventional|Oct 2018|Atherosclerosis|Lycopene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829189|Max Planck Institute for Human Cognitive and Brain Sciences|Completed|Jan 2019|Nov 2020|Interventional|Jan 2019|Overweight|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828266|Peking University|Unknown status|Jan 2019|Dec 2020|Observational [Patient Registry]|Jan 2019|Gastrointestinal Neoplasms,Anastomotic Leak|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828474|Stanford University|Completed|Aug 2019|Sep 2019|Interventional|Jan 2019|Altitude Sickness|Acetazolamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828968|Rennes University Hospital|Unknown status|Feb 2019|Jun 2019|Interventional|Jan 2019|Urinary Retention|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825718|Hebei Yanda Ludaopei Hospital|Unknown status|Jan 2019|Sep 2019|Interventional|Jan 2019|Precursor Cell Lymphoblastic Leukemia-Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827772|Postgraduate Institute of Medical Education and Research|Unknown status|Jan 2019|Dec 2019|Interventional|Jan 2019|Hepatitis A,Hepatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825809|Henry Ford Health System|Unknown status|Jan 2019|May 2020|Interventional|Jan 2019||Acetaminophen,Celecoxib,Ketorolac,Diazepam,Gabapentin,Hydrocodone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827161|Fred Hutchinson Cancer Research Center|Completed|Aug 2017|Dec 2018|Interventional|Jan 2019|Overweight|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828162|Karolinska Institutet|Completed|Nov 2010|Dec 2018|Observational|Jan 2019|Atrial Fibrillation|Anticoagulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03826420|Botec Analysis, LLC|Unknown status|Apr 2019|Dec 2020|Interventional|Jan 2019|Substance-Related Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829787|University Hospitals Cleveland Medical Center|Recruiting|Mar 2019|Sep 2022|Observational|Jul 2018|Bipolar Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03823599|The University of Hong Kong|Completed|Feb 2019|May 2019|Interventional|Jan 2019|Emergencies,Alcoholism|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827850|Lung Cancer Group Cologne|Recruiting|Mar 2019|Mar 2022|Interventional|Jan 2019|Lung Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829696|University of California, San Francisco|Withdrawn|Jan 2020|Jan 2021|Interventional|Jan 2019||Misoprostol,Mifepristone,Ulipristal acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825029|Ottawa Hospital Research Institute|Recruiting|Jul 2019|Sep 2021|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822156|University of Ulsan|Completed|Jan 2010|Jun 2018|Observational [Patient Registry]|Jan 2019|Tuberculosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828019|JHSPH Center for Clinical Trials|Recruiting|Aug 2019|Feb 2024|Interventional|Jan 2019|Uveitis|Cyclosporine,Adalimumab,Methotrexate,Azathioprine,Tacrolimus,Cyclosporins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03828422|University Medical Centre Ljubljana|Unknown status|Jan 2014|Dec 2019|Observational|Jan 2019|Atherosclerosis,Thrombocytosis,Thrombocythemia|Calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820635|Assiut University|Unknown status|Mar 2019|Sep 2020|Observational|Jan 2019|Kidney Diseases,Diabetic Nephropathies,Calcinosis,Vascular Calcification|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827343|National Cancer Institute (NCI)|Active, not recruiting|Jan 2019|Dec 2025|Observational|Jan 2019|Lymphohistiocytosis,Macrophage Activation Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827759|University Hospital, Montpellier|Recruiting|Feb 2019|Jun 2022|Observational|Jan 2019|Arthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820336|University of Vermont Medical Center|Unknown status|Feb 2019|Feb 2020|Interventional|Jan 2019|Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827824|Universidad Francisco de Vitoria|Unknown status|Nov 2018|Jan 2020|Interventional|Jan 2019|Uterine Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03829358|Fakultas Kedokteran Universitas Indonesia|Completed|Feb 2018|Jul 2018|Interventional|Feb 2019|Constipation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822676|Peking Union Medical College Hospital|Recruiting|Jan 2019|May 2022|Interventional|Jan 2019|Pancreatic Fistula,Fistula|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827915|American University of Beirut Medical Center|Recruiting|Jan 2019|Jan 2024|Interventional|Jan 2019|Atrial Fibrillation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821857|Mayo Clinic|Recruiting|Jun 2019|May 2023|Interventional|Jan 2019|Alzheimer Disease|Corticosterone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821467|Medical University of Vienna|Recruiting|Nov 2018|Dec 2021|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827967|George E. Peoples|Recruiting|Jul 2019|Mar 2022|Interventional|Sep 2018|Colonic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820401|University Hospital, Ghent|Completed|Mar 2018|Jan 2019|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825783|Rocket Pharmaceuticals Inc.|Recruiting|Apr 2019|Oct 2021|Interventional|Jan 2019|Tissue Adhesions|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821779|Institut National de la Santé Et de la Recherche Médicale, France|Recruiting|Nov 2019|Dec 2021|Interventional|Nov 2018|Anxiety Disorders,Phobia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03827148|Universiti Sains Malaysia|Completed|Nov 2018|Jul 2019|Interventional|Jan 2019|Arthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825055|Universita di Verona|Recruiting|Feb 2019|Mar 2022|Observational|Jan 2019|Multiple Sclerosis,Sclerosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03820752|Universitaire Ziekenhuizen Leuven|Completed|Oct 2014|Aug 2020|Observational|Dec 2014|Cystic Fibrosis,Kidney Diseases,Renal Insufficiency,Heart Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825354|St. Joseph's Healthcare Hamilton|Active, not recruiting|Apr 2019|Sep 2021|Interventional|Jan 2019||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03822221|University of Brasilia|Completed|Apr 2019|Dec 2019|Interventional|Dec 2018||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824717|Lawson Health Research Institute|Unknown status|Jan 2019|Jun 2020|Interventional|Jan 2019||Ropivacaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821350|Hitit University|Completed|Dec 2013|Dec 2015|Interventional|Jan 2019|Radiculopathy,Low Back Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825133|Clinical Center of Vojvodina|Completed|Apr 2016|Nov 2017|Interventional|Jan 2019|Osteoarthritis|Hyaluronic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03821688|Minia University|Completed|May 2016|Aug 2018|Interventional|Jan 2019|Obesity|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825406|North Florida Foundation for Research and Education|Withdrawn|Mar 2019|Mar 2019|Observational|Jan 2019|Amyloidosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03825653|Cairo University|Unknown status|Jan 2019|Feb 2020|Observational|Jan 2019|Urinary Incontinence,Enuresis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03824496|University of California, San Francisco|Completed|Aug 2017|Aug 2019|Observational|Jan 2019|Stroke,Ischemic Stroke,Cerebral Infarction,Ischemia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
